Fam PID1 PID2 TheoKinship
CR004 2785 465 0.00390625
CR004 641 465 0.01171875
CR004 294 465 0.015625
CR004 2651 465 0.015625
CR004 782 465 0.03515625
CR004 846 465 0.015625
CR004 728 465 0.0625
CR004 660 465 0.015625
CR004 647 465 0.01171875
CR004 643 465 0.01171875
CR004 2650 465 0.015625
CR004 2645 465 0.015625
CR004 1776 465 0.00390625
CR004 847 465 0.015625
CR004 748 465 0.25
CR004 646 465 0.01171875
CR004 2654 465 0.015625
CR004 851 465 0.0078125
CR004 700 465 0.03125
CR004 545 465 0.01953125
CR004 726 465 0.0625
CR004 644 465 0.01171875
CR004 729 465 0.0625
CR004 732 465 0.0625
CR004 2786 465 0.00390625
CR004 780 465 0.03515625
CR004 2640 465 0.03515625
CR004 2644 465 0.01953125
CR004 2656 465 0.0625
CR004 887 465 0.0078125
CR004 886 465 0.0078125
CR004 645 465 0.01171875
CR004 736 465 0.0625
CR004 749 465 0.25
CR004 2657 465 0.0625
CR004 738 465 0.0625
CR004 2646 465 0.015625
CR004 2643 465 0.015625
CR004 2734 465 0.00390625
CR004 439 465 0.0078125
CR004 2641 465 0.03515625
CR004 2591 465 0.0097656
CR004 2649 465 0.015625
CR004 850 465 0.0078125
CR004 747 465 0.0625
CR004 699 465 0.03125
CR004 2678 465 0.00390625
CR004 489 465 0.03515625
CR004 731 465 0.0625
CR004 2652 465 0.015625
CR004 885 465 0.0078125
CR004 737 465 0.0625
CR004 2789 465 0.0078125
CR004 787 465 0.25
CR004 487 465 0.01171875
CR004 1888 465 0.03515625
CR004 506 465 0.0625
CR004 615 465 0.03515625
CR004 746 465 0.0625
CR004 783 465 0.03515625
CR004 735 465 0.0625
CR004 2772 465 0.0097656
CR004 698 465 0.03125
CR004 1077 465 0.03515625
CR004 852 465 0.0078125
CR004 784 465 0.03515625
CR004 640 465 0.01171875
CR004 781 465 0.03515625
CR004 2604 465 0.0625
CR004 2778 465 0.0019531
CR004 2679 465 0.00390625
CR004 779 465 0.03515625
CR004 1972 465 0.03515625
CR004 2655 465 0.015625
CR004 750 465 0.25
CR004 2648 465 0.015625
CR004 697 465 0.03125
CR004 744 465 0.25
CR004 751 465 0.25
CR004 2647 465 0.015625
CR004 727 465 0.0625
CR004 2677 465 0.00390625
CR004 730 465 0.0625
CR004 876 465 0.0078125
CR004 2790 465 0.0078125
CR004 2665 465 0.01171875
CR004 2658 465 0.0625
CR004 2680 465 0.00390625
CR004 734 465 0.0625
CR004 642 465 0.01171875
CR004 2653 744 0.015625
CR004 2785 744 0.00390625
CR004 2651 744 0.015625
CR004 645 744 0.01171875
CR004 641 744 0.01171875
CR004 2772 744 0.0097656
CR004 851 744 0.0078125
CR004 660 744 0.015625
CR004 2641 744 0.03515625
CR004 2650 744 0.015625
CR004 647 744 0.01171875
CR004 2649 744 0.015625
CR004 294 744 0.015625
CR004 748 744 0.25
CR004 728 744 0.0625
CR004 735 744 0.0625
CR004 729 744 0.0625
CR004 489 744 0.03515625
CR004 2645 744 0.015625
CR004 545 744 0.01953125
CR004 749 744 0.25
CR004 738 744 0.0625
CR004 2644 744 0.01953125
CR004 732 744 0.0625
CR004 1888 744 0.03515625
CR004 439 744 0.0078125
CR004 736 744 0.0625
CR004 1776 744 0.00390625
CR004 700 744 0.03125
CR004 847 744 0.015625
CR004 643 744 0.01171875
CR004 2789 744 0.0078125
CR004 2591 744 0.0097656
CR004 2643 744 0.015625
CR004 2656 744 0.0625
CR004 746 744 0.0625
CR004 615 744 0.03515625
CR004 697 744 0.03125
CR004 780 744 0.03515625
CR004 2734 744 0.00390625
CR004 2654 744 0.015625
CR004 646 744 0.01171875
CR004 885 744 0.0078125
CR004 886 744 0.0078125
CR004 737 744 0.0625
CR004 1972 744 0.03515625
CR004 2778 744 0.0019531
CR004 787 744 0.25
CR004 850 744 0.0078125
CR004 747 744 0.0625
CR004 781 744 0.03515625
CR004 699 744 0.03125
CR004 2786 744 0.00390625
CR004 2652 744 0.015625
CR004 644 744 0.01171875
CR004 750 744 0.25
CR004 2647 744 0.015625
CR004 698 744 0.03125
CR004 852 744 0.0078125
CR004 487 744 0.01171875
CR004 1077 744 0.03515625
CR004 2648 744 0.015625
CR004 887 744 0.0078125
CR004 751 744 0.25
CR004 2679 744 0.00390625
CR004 726 744 0.0625
CR004 731 744 0.0625
CR004 2658 744 0.0625
CR004 2646 744 0.015625
CR004 846 744 0.015625
CR004 2665 744 0.01171875
CR004 782 744 0.03515625
CR004 727 744 0.0625
CR004 2604 744 0.0625
CR004 734 744 0.0625
CR004 642 744 0.01171875
CR004 2657 744 0.0625
CR004 2655 744 0.015625
CR004 640 744 0.01171875
CR004 2678 744 0.00390625
CR004 2790 744 0.0078125
CR004 779 744 0.03515625
CR004 2640 744 0.03515625
CR004 2677 744 0.00390625
CR004 2680 744 0.00390625
CR004 506 744 0.0625
CR004 783 744 0.03515625
CR004 784 744 0.03515625
CR004 730 744 0.0625
CR004 876 744 0.0078125
CR004 2650 748 0.015625
CR004 2651 748 0.015625
CR004 647 748 0.01171875
CR004 847 748 0.015625
CR004 644 748 0.01171875
CR004 729 748 0.0625
CR004 1888 748 0.03515625
CR004 545 748 0.01953125
CR004 489 748 0.03515625
CR004 787 748 0.25
CR004 732 748 0.0625
CR004 487 748 0.01171875
CR004 2778 748 0.0019531
CR004 641 748 0.01171875
CR004 2656 748 0.0625
CR004 780 748 0.03515625
CR004 2786 748 0.00390625
CR004 781 748 0.03515625
CR004 736 748 0.0625
CR004 2653 748 0.015625
CR004 294 748 0.015625
CR004 700 748 0.03125
CR004 851 748 0.0078125
CR004 2604 748 0.0625
CR004 737 748 0.0625
CR004 2644 748 0.01953125
CR004 887 748 0.0078125
CR004 747 748 0.0625
CR004 699 748 0.03125
CR004 646 748 0.01171875
CR004 2785 748 0.00390625
CR004 2646 748 0.015625
CR004 1776 748 0.00390625
CR004 2654 748 0.015625
CR004 2641 748 0.03515625
CR004 2591 748 0.0097656
CR004 2789 748 0.0078125
CR004 698 748 0.03125
CR004 850 748 0.0078125
CR004 2649 748 0.015625
CR004 615 748 0.03515625
CR004 645 748 0.01171875
CR004 746 748 0.0625
CR004 726 748 0.0625
CR004 660 748 0.015625
CR004 2772 748 0.0097656
CR004 2643 748 0.015625
CR004 738 748 0.0625
CR004 2645 748 0.015625
CR004 727 748 0.0625
CR004 1972 748 0.03515625
CR004 852 748 0.0078125
CR004 2648 748 0.015625
CR004 2658 748 0.0625
CR004 783 748 0.03515625
CR004 751 748 0.25
CR004 2678 748 0.00390625
CR004 782 748 0.03515625
CR004 846 748 0.015625
CR004 750 748 0.25
CR004 2680 748 0.00390625
CR004 885 748 0.0078125
CR004 643 748 0.01171875
CR004 779 748 0.03515625
CR004 2640 748 0.03515625
CR004 876 748 0.0078125
CR004 439 748 0.0078125
CR004 697 748 0.03125
CR004 2655 748 0.015625
CR004 728 748 0.0625
CR004 2652 748 0.015625
CR004 731 748 0.0625
CR004 2734 748 0.00390625
CR004 2677 748 0.00390625
CR004 730 748 0.0625
CR004 784 748 0.03515625
CR004 734 748 0.0625
CR004 2657 748 0.0625
CR004 1077 748 0.03515625
CR004 506 748 0.0625
CR004 2790 748 0.0078125
CR004 735 748 0.0625
CR004 642 748 0.01171875
CR004 2647 748 0.015625
CR004 749 748 0.25
CR004 2679 748 0.00390625
CR004 640 748 0.01171875
CR004 886 748 0.0078125
CR004 2665 748 0.01171875
CR004 2641 749 0.03515625
CR004 489 749 0.03515625
CR004 2644 749 0.01953125
CR004 1888 749 0.03515625
CR004 647 749 0.01171875
CR004 646 749 0.01171875
CR004 545 749 0.01953125
CR004 781 749 0.03515625
CR004 2789 749 0.0078125
CR004 2657 749 0.0625
CR004 2646 749 0.015625
CR004 660 749 0.015625
CR004 787 749 0.25
CR004 2772 749 0.0097656
CR004 2591 749 0.0097656
CR004 850 749 0.0078125
CR004 784 749 0.03515625
CR004 2778 749 0.0019531
CR004 699 749 0.03125
CR004 697 749 0.03125
CR004 729 749 0.0625
CR004 2786 749 0.00390625
CR004 746 749 0.0625
CR004 847 749 0.015625
CR004 645 749 0.01171875
CR004 294 749 0.015625
CR004 2645 749 0.015625
CR004 885 749 0.0078125
CR004 737 749 0.0625
CR004 643 749 0.01171875
CR004 698 749 0.03125
CR004 487 749 0.01171875
CR004 2649 749 0.015625
CR004 887 749 0.0078125
CR004 747 749 0.0625
CR004 615 749 0.03515625
CR004 780 749 0.03515625
CR004 846 749 0.015625
CR004 1776 749 0.00390625
CR004 2654 749 0.015625
CR004 2653 749 0.015625
CR004 886 749 0.0078125
CR004 2647 749 0.015625
CR004 730 749 0.0625
CR004 727 749 0.0625
CR004 2648 749 0.015625
CR004 783 749 0.03515625
CR004 726 749 0.0625
CR004 728 749 0.0625
CR004 700 749 0.03125
CR004 782 749 0.03515625
CR004 851 749 0.0078125
CR004 2643 749 0.015625
CR004 750 749 0.25
CR004 738 749 0.0625
CR004 735 749 0.0625
CR004 779 749 0.03515625
CR004 2790 749 0.0078125
CR004 734 749 0.0625
CR004 2656 749 0.0625
CR004 1077 749 0.03515625
CR004 2604 749 0.0625
CR004 2678 749 0.00390625
CR004 2785 749 0.00390625
CR004 2651 749 0.015625
CR004 2650 749 0.015625
CR004 2734 749 0.00390625
CR004 852 749 0.0078125
CR004 1972 749 0.03515625
CR004 2658 749 0.0625
CR004 642 749 0.01171875
CR004 2655 749 0.015625
CR004 2677 749 0.00390625
CR004 640 749 0.01171875
CR004 644 749 0.01171875
CR004 731 749 0.0625
CR004 751 749 0.25
CR004 736 749 0.0625
CR004 506 749 0.0625
CR004 2680 749 0.00390625
CR004 2640 749 0.03515625
CR004 2665 749 0.01171875
CR004 641 749 0.01171875
CR004 876 749 0.0078125
CR004 439 749 0.0078125
CR004 2679 749 0.00390625
CR004 732 749 0.0625
CR004 2652 749 0.015625
CR004 729 750 0.0625
CR004 2641 750 0.03515625
CR004 2653 750 0.015625
CR004 726 750 0.0625
CR004 2772 750 0.0097656
CR004 646 750 0.01171875
CR004 294 750 0.015625
CR004 2646 750 0.015625
CR004 545 750 0.01953125
CR004 2778 750 0.0019531
CR004 660 750 0.015625
CR004 852 750 0.0078125
CR004 487 750 0.01171875
CR004 850 750 0.0078125
CR004 2591 750 0.0097656
CR004 783 750 0.03515625
CR004 780 750 0.03515625
CR004 846 750 0.015625
CR004 747 750 0.0625
CR004 885 750 0.0078125
CR004 886 750 0.0078125
CR004 1776 750 0.00390625
CR004 2789 750 0.0078125
CR004 2647 750 0.015625
CR004 699 750 0.03125
CR004 887 750 0.0078125
CR004 2604 750 0.0625
CR004 2644 750 0.01953125
CR004 697 750 0.03125
CR004 781 750 0.03515625
CR004 2657 750 0.0625
CR004 851 750 0.0078125
CR004 645 750 0.01171875
CR004 2643 750 0.015625
CR004 737 750 0.0625
CR004 784 750 0.03515625
CR004 643 750 0.01171875
CR004 787 750 0.25
CR004 698 750 0.03125
CR004 1888 750 0.03515625
CR004 782 750 0.03515625
CR004 728 750 0.0625
CR004 751 750 0.25
CR004 2786 750 0.00390625
CR004 732 750 0.0625
CR004 2651 750 0.015625
CR004 642 750 0.01171875
CR004 2645 750 0.015625
CR004 876 750 0.0078125
CR004 1972 750 0.03515625
CR004 730 750 0.0625
CR004 727 750 0.0625
CR004 506 750 0.0625
CR004 700 750 0.03125
CR004 1077 750 0.03515625
CR004 644 750 0.01171875
CR004 2654 750 0.015625
CR004 738 750 0.0625
CR004 847 750 0.015625
CR004 2652 750 0.015625
CR004 2790 750 0.0078125
CR004 2649 750 0.015625
CR004 731 750 0.0625
CR004 2648 750 0.015625
CR004 615 750 0.03515625
CR004 2658 750 0.0625
CR004 2678 750 0.00390625
CR004 2656 750 0.0625
CR004 736 750 0.0625
CR004 734 750 0.0625
CR004 2677 750 0.00390625
CR004 2640 750 0.03515625
CR004 2665 750 0.01171875
CR004 439 750 0.0078125
CR004 2734 750 0.00390625
CR004 2680 750 0.00390625
CR004 641 750 0.01171875
CR004 647 750 0.01171875
CR004 640 750 0.01171875
CR004 735 750 0.0625
CR004 779 750 0.03515625
CR004 2785 750 0.00390625
CR004 2650 750 0.015625
CR004 489 750 0.03515625
CR004 2679 750 0.00390625
CR004 746 750 0.0625
CR004 2655 750 0.015625
CR004 699 751 0.03125
CR004 2641 751 0.03515625
CR004 698 751 0.03125
CR004 2654 751 0.015625
CR004 2778 751 0.0019531
CR004 545 751 0.01953125
CR004 2643 751 0.015625
CR004 2604 751 0.0625
CR004 646 751 0.01171875
CR004 1888 751 0.03515625
CR004 850 751 0.0078125
CR004 2789 751 0.0078125
CR004 1972 751 0.03515625
CR004 2790 751 0.0078125
CR004 885 751 0.0078125
CR004 852 751 0.0078125
CR004 728 751 0.0625
CR004 439 751 0.0078125
CR004 2645 751 0.015625
CR004 2591 751 0.0097656
CR004 1776 751 0.00390625
CR004 2677 751 0.00390625
CR004 615 751 0.03515625
CR004 783 751 0.03515625
CR004 726 751 0.0625
CR004 487 751 0.01171875
CR004 2772 751 0.0097656
CR004 851 751 0.0078125
CR004 738 751 0.0625
CR004 2647 751 0.015625
CR004 643 751 0.01171875
CR004 730 751 0.0625
CR004 2680 751 0.00390625
CR004 787 751 0.25
CR004 747 751 0.0625
CR004 2644 751 0.01953125
CR004 506 751 0.0625
CR004 660 751 0.015625
CR004 294 751 0.015625
CR004 2651 751 0.015625
CR004 2653 751 0.015625
CR004 737 751 0.0625
CR004 784 751 0.03515625
CR004 779 751 0.03515625
CR004 731 751 0.0625
CR004 734 751 0.0625
CR004 2648 751 0.015625
CR004 644 751 0.01171875
CR004 781 751 0.03515625
CR004 2649 751 0.015625
CR004 729 751 0.0625
CR004 735 751 0.0625
CR004 2734 751 0.00390625
CR004 736 751 0.0625
CR004 886 751 0.0078125
CR004 2646 751 0.015625
CR004 727 751 0.0625
CR004 2658 751 0.0625
CR004 876 751 0.0078125
CR004 640 751 0.01171875
CR004 697 751 0.03125
CR004 780 751 0.03515625
CR004 732 751 0.0625
CR004 645 751 0.01171875
CR004 2652 751 0.015625
CR004 642 751 0.01171875
CR004 2678 751 0.00390625
CR004 2786 751 0.00390625
CR004 1077 751 0.03515625
CR004 2640 751 0.03515625
CR004 887 751 0.0078125
CR004 2679 751 0.00390625
CR004 846 751 0.015625
CR004 2656 751 0.0625
CR004 2785 751 0.00390625
CR004 2657 751 0.0625
CR004 700 751 0.03125
CR004 847 751 0.015625
CR004 647 751 0.01171875
CR004 2650 751 0.015625
CR004 641 751 0.01171875
CR004 2655 751 0.015625
CR004 782 751 0.03515625
CR004 2665 751 0.01171875
CR004 746 751 0.0625
CR004 489 751 0.03515625
CR004 2641 787 0.03515625
CR004 1888 787 0.03515625
CR004 847 787 0.015625
CR004 2778 787 0.0019531
CR004 699 787 0.03125
CR004 2591 787 0.0097656
CR004 660 787 0.015625
CR004 2790 787 0.0078125
CR004 2680 787 0.00390625
CR004 2646 787 0.015625
CR004 2649 787 0.015625
CR004 439 787 0.0078125
CR004 615 787 0.03515625
CR004 2604 787 0.0625
CR004 2645 787 0.015625
CR004 2789 787 0.0078125
CR004 727 787 0.0625
CR004 2654 787 0.015625
CR004 2643 787 0.015625
CR004 737 787 0.0625
CR004 487 787 0.01171875
CR004 746 787 0.0625
CR004 747 787 0.0625
CR004 726 787 0.0625
CR004 2640 787 0.03515625
CR004 1776 787 0.00390625
CR004 886 787 0.0078125
CR004 2653 787 0.015625
CR004 2652 787 0.015625
CR004 2656 787 0.0625
CR004 852 787 0.0078125
CR004 1972 787 0.03515625
CR004 729 787 0.0625
CR004 294 787 0.015625
CR004 2647 787 0.015625
CR004 506 787 0.0625
CR004 885 787 0.0078125
CR004 2648 787 0.015625
CR004 850 787 0.0078125
CR004 2651 787 0.015625
CR004 738 787 0.0625
CR004 644 787 0.01171875
CR004 646 787 0.01171875
CR004 736 787 0.0625
CR004 647 787 0.01171875
CR004 698 787 0.03125
CR004 784 787 0.03515625
CR004 2772 787 0.0097656
CR004 645 787 0.01171875
CR004 734 787 0.0625
CR004 640 787 0.01171875
CR004 545 787 0.01953125
CR004 781 787 0.03515625
CR004 846 787 0.015625
CR004 851 787 0.0078125
CR004 643 787 0.01171875
CR004 779 787 0.03515625
CR004 876 787 0.0078125
CR004 2658 787 0.0625
CR004 2785 787 0.00390625
CR004 783 787 0.03515625
CR004 728 787 0.0625
CR004 732 787 0.0625
CR004 2655 787 0.015625
CR004 2734 787 0.00390625
CR004 731 787 0.0625
CR004 2677 787 0.00390625
CR004 2665 787 0.01171875
CR004 735 787 0.0625
CR004 2644 787 0.01953125
CR004 782 787 0.03515625
CR004 2678 787 0.00390625
CR004 697 787 0.03125
CR004 700 787 0.03125
CR004 1077 787 0.03515625
CR004 642 787 0.01171875
CR004 730 787 0.0625
CR004 780 787 0.03515625
CR004 2786 787 0.00390625
CR004 887 787 0.0078125
CR004 2650 787 0.015625
CR004 641 787 0.01171875
CR004 2657 787 0.0625
CR004 2679 787 0.00390625
CR004 489 787 0.03515625
CR004 2641 489 0.265625
CR004 2591 489 0.0234375
CR004 2649 489 0.03515625
CR004 2680 489 0.0703125
CR004 487 489 0.0410156
CR004 726 489 0.03515625
CR004 699 489 0.0175781
CR004 2790 489 0.0175781
CR004 727 489 0.03515625
CR004 2789 489 0.0175781
CR004 736 489 0.03515625
CR004 2653 489 0.03515625
CR004 660 489 0.03515625
CR004 847 489 0.03515625
CR004 2604 489 0.03515625
CR004 2654 489 0.03515625
CR004 852 489 0.0175781
CR004 2652 489 0.03515625
CR004 2643 489 0.03515625
CR004 2645 489 0.03515625
CR004 2677 489 0.0703125
CR004 545 489 0.046875
CR004 851 489 0.0175781
CR004 2647 489 0.03515625
CR004 885 489 0.0175781
CR004 737 489 0.03515625
CR004 1888 489 0.265625
CR004 1972 489 0.265625
CR004 1776 489 0.0234375
CR004 698 489 0.0175781
CR004 2651 489 0.03515625
CR004 1077 489 0.265625
CR004 2778 489 0.0058594
CR004 746 489 0.03515625
CR004 850 489 0.0175781
CR004 784 489 0.265625
CR004 641 489 0.0410156
CR004 2646 489 0.03515625
CR004 2640 489 0.265625
CR004 2734 489 0.01171875
CR004 781 489 0.265625
CR004 2658 489 0.03515625
CR004 2648 489 0.03515625
CR004 732 489 0.03515625
CR004 886 489 0.0175781
CR004 506 489 0.03515625
CR004 643 489 0.0410156
CR004 647 489 0.0410156
CR004 294 489 0.03515625
CR004 779 489 0.265625
CR004 2678 489 0.0703125
CR004 2655 489 0.03515625
CR004 738 489 0.03515625
CR004 646 489 0.0410156
CR004 846 489 0.03515625
CR004 783 489 0.265625
CR004 729 489 0.03515625
CR004 876 489 0.0175781
CR004 645 489 0.0410156
CR004 730 489 0.03515625
CR004 734 489 0.03515625
CR004 439 489 0.0175781
CR004 780 489 0.265625
CR004 747 489 0.03515625
CR004 735 489 0.03515625
CR004 782 489 0.265625
CR004 2772 489 0.0234375
CR004 731 489 0.03515625
CR004 2679 489 0.0703125
CR004 700 489 0.0175781
CR004 644 489 0.0410156
CR004 728 489 0.03515625
CR004 2785 489 0.01171875
CR004 2644 489 0.046875
CR004 2665 489 0.0410156
CR004 642 489 0.0410156
CR004 615 489 0.265625
CR004 2657 489 0.03515625
CR004 887 489 0.0175781
CR004 640 489 0.0410156
CR004 2650 489 0.03515625
CR004 2786 489 0.01171875
CR004 697 489 0.0175781
CR004 2656 489 0.03515625
CR004 726 615 0.03515625
CR004 1888 615 0.265625
CR004 2649 615 0.03515625
CR004 698 615 0.0175781
CR004 2680 615 0.0703125
CR004 781 615 0.265625
CR004 2772 615 0.0234375
CR004 2790 615 0.0175781
CR004 2778 615 0.0058594
CR004 2604 615 0.03515625
CR004 727 615 0.03515625
CR004 850 615 0.0175781
CR004 847 615 0.03515625
CR004 885 615 0.0175781
CR004 1776 615 0.0234375
CR004 2786 615 0.01171875
CR004 660 615 0.03515625
CR004 731 615 0.03515625
CR004 886 615 0.0175781
CR004 2648 615 0.03515625
CR004 2652 615 0.03515625
CR004 545 615 0.046875
CR004 2734 615 0.01171875
CR004 294 615 0.03515625
CR004 2643 615 0.03515625
CR004 2789 615 0.0175781
CR004 2591 615 0.0234375
CR004 876 615 0.0175781
CR004 487 615 0.0410156
CR004 738 615 0.03515625
CR004 852 615 0.0175781
CR004 851 615 0.0175781
CR004 1972 615 0.265625
CR004 2647 615 0.03515625
CR004 779 615 0.265625
CR004 2677 615 0.0703125
CR004 746 615 0.03515625
CR004 2654 615 0.03515625
CR004 1077 615 0.265625
CR004 439 615 0.0175781
CR004 2641 615 0.265625
CR004 729 615 0.03515625
CR004 2645 615 0.03515625
CR004 2646 615 0.03515625
CR004 737 615 0.03515625
CR004 645 615 0.0410156
CR004 730 615 0.03515625
CR004 747 615 0.03515625
CR004 2653 615 0.03515625
CR004 647 615 0.0410156
CR004 2651 615 0.03515625
CR004 643 615 0.0410156
CR004 640 615 0.0410156
CR004 2644 615 0.046875
CR004 646 615 0.0410156
CR004 642 615 0.0410156
CR004 846 615 0.03515625
CR004 736 615 0.03515625
CR004 784 615 0.265625
CR004 2679 615 0.0703125
CR004 2658 615 0.03515625
CR004 700 615 0.0175781
CR004 2655 615 0.03515625
CR004 735 615 0.03515625
CR004 732 615 0.03515625
CR004 699 615 0.0175781
CR004 506 615 0.03515625
CR004 2657 615 0.03515625
CR004 782 615 0.265625
CR004 697 615 0.0175781
CR004 2640 615 0.265625
CR004 783 615 0.265625
CR004 644 615 0.0410156
CR004 780 615 0.265625
CR004 2678 615 0.0703125
CR004 641 615 0.0410156
CR004 2650 615 0.03515625
CR004 887 615 0.0175781
CR004 2665 615 0.0410156
CR004 728 615 0.03515625
CR004 734 615 0.03515625
CR004 2785 615 0.01171875
CR004 2656 615 0.03515625
CR004 1888 779 0.265625
CR004 2772 779 0.0234375
CR004 2604 779 0.03515625
CR004 850 779 0.0175781
CR004 2790 779 0.0175781
CR004 487 779 0.0410156
CR004 700 779 0.0175781
CR004 2653 779 0.03515625
CR004 2778 779 0.0058594
CR004 2654 779 0.03515625
CR004 2644 779 0.046875
CR004 2734 779 0.01171875
CR004 847 779 0.03515625
CR004 727 779 0.03515625
CR004 852 779 0.0175781
CR004 2789 779 0.0175781
CR004 2658 779 0.03515625
CR004 1077 779 0.265625
CR004 2643 779 0.03515625
CR004 730 779 0.03515625
CR004 1776 779 0.0234375
CR004 2786 779 0.01171875
CR004 738 779 0.03515625
CR004 640 779 0.0410156
CR004 726 779 0.03515625
CR004 641 779 0.0410156
CR004 729 779 0.03515625
CR004 2646 779 0.03515625
CR004 2647 779 0.03515625
CR004 545 779 0.046875
CR004 2680 779 0.0703125
CR004 698 779 0.0175781
CR004 747 779 0.03515625
CR004 2651 779 0.03515625
CR004 728 779 0.03515625
CR004 294 779 0.03515625
CR004 645 779 0.0410156
CR004 2656 779 0.03515625
CR004 439 779 0.0175781
CR004 2641 779 0.265625
CR004 2640 779 0.265625
CR004 886 779 0.0175781
CR004 885 779 0.0175781
CR004 643 779 0.0410156
CR004 887 779 0.0175781
CR004 642 779 0.0410156
CR004 2677 779 0.0703125
CR004 782 779 0.265625
CR004 851 779 0.0175781
CR004 2678 779 0.0703125
CR004 2649 779 0.03515625
CR004 781 779 0.265625
CR004 2679 779 0.0703125
CR004 2591 779 0.0234375
CR004 736 779 0.03515625
CR004 876 779 0.0175781
CR004 2648 779 0.03515625
CR004 1972 779 0.265625
CR004 697 779 0.0175781
CR004 647 779 0.0410156
CR004 2655 779 0.03515625
CR004 2785 779 0.01171875
CR004 780 779 0.265625
CR004 2652 779 0.03515625
CR004 731 779 0.03515625
CR004 783 779 0.265625
CR004 2657 779 0.03515625
CR004 735 779 0.03515625
CR004 2645 779 0.03515625
CR004 784 779 0.265625
CR004 506 779 0.03515625
CR004 660 779 0.03515625
CR004 734 779 0.03515625
CR004 737 779 0.03515625
CR004 732 779 0.03515625
CR004 2665 779 0.0410156
CR004 646 779 0.0410156
CR004 2650 779 0.03515625
CR004 846 779 0.03515625
CR004 699 779 0.0175781
CR004 644 779 0.0410156
CR004 746 779 0.03515625
CR004 2680 780 0.0703125
CR004 1776 780 0.0234375
CR004 727 780 0.03515625
CR004 2778 780 0.0058594
CR004 2604 780 0.03515625
CR004 850 780 0.0175781
CR004 885 780 0.0175781
CR004 2654 780 0.03515625
CR004 487 780 0.0410156
CR004 644 780 0.0410156
CR004 698 780 0.0175781
CR004 1888 780 0.265625
CR004 2789 780 0.0175781
CR004 2786 780 0.01171875
CR004 2649 780 0.03515625
CR004 886 780 0.0175781
CR004 781 780 0.265625
CR004 2790 780 0.0175781
CR004 737 780 0.03515625
CR004 738 780 0.03515625
CR004 294 780 0.03515625
CR004 697 780 0.0175781
CR004 2643 780 0.03515625
CR004 2645 780 0.03515625
CR004 439 780 0.0175781
CR004 2772 780 0.0234375
CR004 2656 780 0.03515625
CR004 784 780 0.265625
CR004 2647 780 0.03515625
CR004 851 780 0.0175781
CR004 643 780 0.0410156
CR004 736 780 0.03515625
CR004 2651 780 0.03515625
CR004 2650 780 0.03515625
CR004 647 780 0.0410156
CR004 2652 780 0.03515625
CR004 660 780 0.03515625
CR004 645 780 0.0410156
CR004 545 780 0.046875
CR004 846 780 0.03515625
CR004 2640 780 0.265625
CR004 876 780 0.0175781
CR004 852 780 0.0175781
CR004 2734 780 0.01171875
CR004 731 780 0.03515625
CR004 747 780 0.03515625
CR004 2785 780 0.01171875
CR004 726 780 0.03515625
CR004 641 780 0.0410156
CR004 847 780 0.03515625
CR004 1077 780 0.265625
CR004 735 780 0.03515625
CR004 729 780 0.03515625
CR004 2646 780 0.03515625
CR004 732 780 0.03515625
CR004 746 780 0.03515625
CR004 1972 780 0.265625
CR004 2677 780 0.0703125
CR004 728 780 0.03515625
CR004 646 780 0.0410156
CR004 2678 780 0.0703125
CR004 887 780 0.0175781
CR004 2653 780 0.03515625
CR004 783 780 0.265625
CR004 2665 780 0.0410156
CR004 2591 780 0.0234375
CR004 2641 780 0.265625
CR004 782 780 0.265625
CR004 640 780 0.0410156
CR004 2657 780 0.03515625
CR004 700 780 0.0175781
CR004 2679 780 0.0703125
CR004 2644 780 0.046875
CR004 730 780 0.03515625
CR004 506 780 0.03515625
CR004 2648 780 0.03515625
CR004 642 780 0.0410156
CR004 2658 780 0.03515625
CR004 2655 780 0.03515625
CR004 699 780 0.0175781
CR004 734 780 0.03515625
CR004 2657 781 0.03515625
CR004 643 781 0.0410156
CR004 2649 781 0.03515625
CR004 2789 781 0.0175781
CR004 886 781 0.0175781
CR004 487 781 0.0410156
CR004 885 781 0.0175781
CR004 2680 781 0.0703125
CR004 697 781 0.0175781
CR004 2646 781 0.03515625
CR004 850 781 0.0175781
CR004 1972 781 0.265625
CR004 2641 781 0.265625
CR004 2604 781 0.03515625
CR004 727 781 0.03515625
CR004 735 781 0.03515625
CR004 2647 781 0.03515625
CR004 730 781 0.03515625
CR004 2786 781 0.01171875
CR004 731 781 0.03515625
CR004 2652 781 0.03515625
CR004 738 781 0.03515625
CR004 847 781 0.03515625
CR004 2778 781 0.0058594
CR004 2790 781 0.0175781
CR004 2644 781 0.046875
CR004 646 781 0.0410156
CR004 852 781 0.0175781
CR004 737 781 0.03515625
CR004 732 781 0.03515625
CR004 2640 781 0.265625
CR004 2677 781 0.0703125
CR004 736 781 0.03515625
CR004 647 781 0.0410156
CR004 2651 781 0.03515625
CR004 698 781 0.0175781
CR004 645 781 0.0410156
CR004 726 781 0.03515625
CR004 644 781 0.0410156
CR004 545 781 0.046875
CR004 846 781 0.03515625
CR004 2665 781 0.0410156
CR004 700 781 0.0175781
CR004 887 781 0.0175781
CR004 641 781 0.0410156
CR004 747 781 0.03515625
CR004 2653 781 0.03515625
CR004 1776 781 0.0234375
CR004 2654 781 0.03515625
CR004 2656 781 0.03515625
