Fam PID1 PID2 TheoKinship
CR201 459 123 0.03125
CR201 2256 123 0.00390625
CR201 404 123 0.0625
CR201 5021 123 0.015625
CR201 53 123 0.015625
CR201 9305 123 0.015625
CR201 1222 123 0.015625
CR201 1221 123 0.015625
CR201 4498 123 0.0078125
CR201 71 123 0.046875
CR201 4376 123 0.015625
CR201 7325 123 0.0234375
CR201 2895 123 0.0078125
CR201 5288 123 0.0078125
CR201 7366 123 0.015625
CR201 1878 123 0.00390625
CR201 2196 123 0.03125
CR201 2427 123 0.015625
CR201 99 123 0.0078125
CR201 2258 123 0.00390625
CR201 4546 123 0.0234375
CR201 3219 123 0.015625
CR201 6677 123 0.0234375
CR201 1202 123 0.01171875
CR201 5076 123 0.0078125
CR201 96 123 0.03125
CR201 4374 123 0.01171875
CR201 5063 123 0.0078125
CR201 7922 123 0.0078125
CR201 7923 123 0.0078125
CR201 7367 123 0.015625
CR201 926 123 0.0078125
CR201 6791 123 0.00390625
CR201 5023 123 0.015625
CR201 4371 123 0.01171875
CR201 6956 123 0.015625
CR201 5246 123 0.015625
CR201 1220 123 0.015625
CR201 1861 123 0.0234375
CR201 9595 123 0.0078125
CR201 5516 123 0.0078125
CR201 5289 123 0.0078125
CR201 1201 123 0.01171875
CR201 10032 123 0.0019531
CR201 4370 123 0.01171875
CR201 2187 123 0.0859375
CR201 70 123 0.01171875
CR201 5628 123 0.015625
CR201 5291 123 0.0078125
CR201 75 123 0.015625
CR201 1882 123 0.00390625
CR201 6064 123 0.01171875
CR201 1887 123 0.00390625
CR201 51 123 0.03125
CR201 10173 123 0.00390625
CR201 2853 123 0.0078125
CR201 5020 123 0.015625
CR201 21 123 0.0625
CR201 68 123 0.0234375
CR201 1157 123 0.03125
CR201 89 123 0.015625
CR201 150 123 0.03125
CR201 23 123 0.0625
CR201 3396 123 0.015625
CR201 7375 123 0.015625
CR201 965 123 0.03125
CR201 1218 123 0.015625
CR201 4818 123 0.03125
CR201 2067 123 0.015625
CR201 300 123 0.03125
CR201 10172 123 0.046875
CR201 5073 123 0.0078125
CR201 271 123 0.0234375
CR201 14 123 0.0625
CR201 77 123 0.0078125
CR201 1207 123 0.01171875
CR201 2381 123 0.03125
CR201 8864 123 0.00390625
CR201 36 123 0.03125
CR201 665 123 0.015625
CR201 4318 123 0.015625
CR201 2228 123 0.015625
CR201 5711 123 0.04296875
CR201 4306 123 0.03125
CR201 1183 123 0.015625
CR201 3815 123 0.0234375
CR201 8229 123 0.0078125
CR201 4542 123 0.0234375
CR201 2063 123 0.015625
CR201 319 123 0.03125
CR201 49 123 0.03125
CR201 2184 123 0.03125
CR201 7918 123 0.0078125
CR201 1354 123 0.03125
CR201 9592 123 0.0078125
CR201 578 123 0.03125
CR201 6793 123 0.00390625
CR201 9593 123 0.0078125
CR201 26 123 0.0625
CR201 5060 123 0.0078125
CR201 5043 123 0.03125
CR201 1014 123 0.03125
CR201 10205 123 0.0078125
CR201 10206 123 0.0058594
CR201 3198 123 0.015625
CR201 3108 123 0.015625
CR201 4372 123 0.01171875
CR201 4598 123 0.0234375
CR201 1828 123 0.015625
CR201 9594 123 0.0078125
CR201 5292 123 0.0078125
CR201 34 123 0.046875
CR201 8100 123 0.0078125
CR201 1896 123 0.015625
CR201 5025 123 0.015625
CR201 6063 123 0.01171875
CR201 1493 123 0.015625
CR201 2189 123 0.04296875
CR201 57 123 0.0234375
CR201 5264 123 0.0078125
CR201 2229 123 0.015625
CR201 7701 123 0.0058594
CR201 5262 123 0.0078125
CR201 3758 123 0.01171875
CR201 1216 123 0.015625
CR201 209 123 0.0625
CR201 4541 123 0.0234375
CR201 4381 123 0.01171875
CR201 1129 123 0.015625
CR201 2062 123 0.015625
CR201 5066 123 0.0078125
CR201 5263 123 0.0078125
CR201 3235 123 0.01171875
CR201 7917 123 0.0078125
CR201 3616 123 0.03125
CR201 8865 123 0.00390625
CR201 6794 123 0.00390625
CR201 6789 123 0.00390625
CR201 10148 123 0.0078125
CR201 7298 123 0.0078125
CR201 7368 123 0.015625
CR201 10212 123 0.0078125
CR201 4907 123 0.015625
CR201 7919 123 0.0078125
CR201 318 123 0.03125
CR201 5257 123 0.0078125
CR201 43 123 0.03125
CR201 2257 123 0.00390625
CR201 1254 16 0.03125
CR201 536 16 0.03125
CR201 8079 16 0.03125
CR201 2259 16 0.00390625
CR201 7704 16 0.00390625
CR201 51 16 0.03125
CR201 7924 16 0.0078125
CR201 4065 16 0.015625
CR201 50 16 0.03125
CR201 6065 16 0.01171875
CR201 3233 16 0.0078125
CR201 227 16 0.0625
CR201 22 16 0.0625
CR201 1826 16 0.03125
CR201 3350 16 0.015625
CR201 618 16 0.03125
CR201 47 16 0.03125
CR201 3396 16 0.015625
CR201 5019 16 0.01171875
CR201 36 16 0.03125
CR201 7700 16 0.00390625
CR201 272 16 0.046875
CR201 1202 16 0.0078125
CR201 3293 16 0.015625
CR201 9804 16 0.0078125
CR201 5068 16 0.0078125
CR201 8096 16 0.0078125
CR201 45 16 0.1953125
CR201 447 16 0.03125
CR201 268 16 0.0625
CR201 73 16 0.015625
CR201 15 16 0.03125
CR201 753 16 0.03125
CR201 7922 16 0.0078125
CR201 3305 16 0.0078125
CR201 79 16 0.00390625
CR201 2049 16 0.1953125
CR201 10032 16 0.0019531
CR201 1778 16 0.015625
CR201 10201 16 0.0078125
CR201 25 16 0.0625
CR201 7374 16 0.015625
CR201 8095 16 0.0078125
CR201 2421 16 0.03125
CR201 581 16 0.03125
CR201 2258 16 0.00390625
CR201 459 16 0.03125
CR201 71 16 0.03125
CR201 8846 16 0.0078125
CR201 4369 16 0.0078125
CR201 17 16 0.25
CR201 8963 16 0.0078125
CR201 96 16 0.03125
CR201 10046 16 0.0019531
CR201 1882 16 0.00390625
CR201 5074 16 0.0078125
CR201 87 16 0.03125
CR201 2260 16 0.00390625
CR201 3010 16 0.015625
CR201 5073 16 0.0078125
CR201 4818 16 0.0234375
CR201 1207 16 0.0078125
CR201 5291 16 0.0078125
CR201 4498 16 0.0078125
CR201 355 16 0.03125
CR201 8098 16 0.0078125
CR201 1355 16 0.0234375
CR201 1787 16 0.015625
CR201 1205 16 0.015625
CR201 1830 16 0.015625
CR201 6967 16 0.015625
CR201 467 16 0.03125
CR201 5288 16 0.0078125
CR201 2187 16 0.03125
CR201 5628 16 0.015625
CR201 7367 16 0.015625
CR201 10038 16 0.0019531
CR201 23 16 0.0625
CR201 2895 16 0.0078125
CR201 7300 16 0.0078125
CR201 579 16 0.03125
CR201 1217 16 0.03125
CR201 1077 16 0.03125
CR201 5212 16 0.015625
CR201 1365 16 0.0625
CR201 6014 16 0.0078125
CR201 1199 16 0.015625
CR201 4599 16 0.0234375
CR201 6793 16 0.00390625
CR201 2184 16 0.03125
CR201 10031 16 0.0019531
CR201 5076 16 0.0078125
CR201 9595 16 0.0078125
CR201 44 16 0.140625
CR201 5712 16 0.015625
CR201 7372 16 0.015625
CR201 1889 16 0.0078125
CR201 5289 16 0.0078125
CR201 1861 16 0.015625
CR201 10148 16 0.0078125
CR201 6794 16 0.00390625
CR201 9303 16 0.015625
CR201 5056 16 0.0078125
CR201 33 16 0.03125
CR201 2185 16 0.03125
CR201 4376 16 0.015625
CR201 5063 16 0.0078125
CR201 4030 16 0.015625
CR201 3198 16 0.015625
CR201 1220 16 0.015625
CR201 104 16 0.00390625
CR201 404 16 0.0625
CR201 5711 16 0.015625
CR201 26 16 0.0625
CR201 1183 16 0.015625
CR201 271 16 0.015625
CR201 6956 16 0.015625
CR201 7373 16 0.015625
CR201 75 16 0.015625
CR201 5246 16 0.015625
CR201 2256 16 0.00390625
CR201 4374 16 0.0078125
CR201 5516 16 0.0078125
CR201 7325 16 0.015625
CR201 2046 16 0.1953125
CR201 712 16 0.03125
CR201 549 16 0.03125
CR201 91 16 0.0078125
CR201 53 16 0.015625
CR201 4370 16 0.0078125
CR201 99 16 0.0078125
CR201 4373 16 0.0078125
CR201 6677 16 0.015625
CR201 10206 16 0.00390625
CR201 6064 16 0.01171875
CR201 4306 16 0.03125
CR201 1201 16 0.0078125
CR201 2196 16 0.0234375
CR201 1875 16 0.03125
CR201 21 16 0.0625
CR201 3791 16 0.03125
CR201 8099 16 0.0078125
CR201 2067 16 0.015625
CR201 89 16 0.015625
CR201 2381 16 0.03125
CR201 3219 16 0.015625
CR201 965 16 0.03125
CR201 2228 16 0.015625
CR201 10173 16 0.00390625
CR201 4372 16 0.0078125
CR201 1354 16 0.0234375
CR201 7369 16 0.015625
CR201 7371 16 0.015625
CR201 926 16 0.0078125
CR201 1222 16 0.015625
CR201 711 16 0.03125
CR201 34 16 0.03125
CR201 6790 16 0.00390625
CR201 319 16 0.03125
CR201 27 16 0.0625
CR201 43 16 0.25
CR201 107 16 0.03125
CR201 7375 16 0.015625
CR201 2255 16 0.00390625
CR201 9596 16 0.0078125
CR201 3758 16 0.0078125
CR201 5024 16 0.01171875
CR201 8229 16 0.0078125
CR201 70 16 0.0078125
CR201 7298 16 0.0078125
CR201 9593 16 0.0078125
CR201 5023 16 0.01171875
CR201 2189 16 0.015625
CR201 31 16 0.0625
CR201 318 16 0.03125
CR201 4381 16 0.0078125
CR201 665 16 0.015625
CR201 2427 16 0.015625
CR201 7366 16 0.015625
CR201 300 16 0.03125
CR201 5060 16 0.0078125
CR201 1216 16 0.015625
CR201 10172 16 0.1953125
CR201 1157 16 0.03125
CR201 150 16 0.03125
CR201 4598 16 0.0234375
CR201 8864 16 0.00390625
CR201 2853 16 0.0078125
CR201 3108 16 0.015625
CR201 5263 16 0.0078125
CR201 1218 16 0.015625
CR201 9305 16 0.015625
CR201 1781 16 0.015625
CR201 5043 16 0.0234375
CR201 14 16 0.03125
CR201 5021 16 0.01171875
CR201 209 16 0.0625
CR201 3235 16 0.0078125
CR201 3237 16 0.0078125
CR201 1014 16 0.03125
CR201 5066 16 0.0078125
CR201 1828 16 0.015625
CR201 578 16 0.03125
CR201 3374 16 0.015625
CR201 5262 16 0.0078125
CR201 4375 16 0.015625
CR201 68 16 0.015625
CR201 6791 16 0.00390625
CR201 1221 16 0.015625
CR201 3616 16 0.0234375
CR201 4542 16 0.0234375
CR201 4546 16 0.0234375
CR201 1878 16 0.00390625
CR201 4541 16 0.0234375
CR201 1887 16 0.00390625
CR201 7918 16 0.0078125
CR201 1493 16 0.015625
CR201 2063 16 0.015625
CR201 2062 16 0.015625
CR201 8100 16 0.0078125
CR201 5257 16 0.0078125
CR201 7923 16 0.0078125
CR201 9592 16 0.0078125
CR201 6789 16 0.00390625
CR201 1053 16 0.015625
CR201 3815 16 0.0234375
CR201 9594 16 0.0078125
CR201 77 16 0.0078125
CR201 5025 16 0.01171875
CR201 7917 16 0.0078125
CR201 7701 16 0.00390625
CR201 2229 16 0.015625
CR201 270 16 0.0625
CR201 7919 16 0.0078125
CR201 49 16 0.03125
CR201 4318 16 0.015625
CR201 5292 16 0.0078125
CR201 4371 16 0.0078125
CR201 5020 16 0.01171875
CR201 1896 16 0.015625
CR201 5264 16 0.0078125
CR201 1129 16 0.015625
CR201 4907 16 0.015625
CR201 55 16 0.046875
CR201 10205 16 0.0078125
CR201 10040 16 0.0019531
CR201 6063 16 0.01171875
CR201 10212 16 0.0078125
CR201 7368 16 0.015625
CR201 57 16 0.0234375
CR201 10204 16 0.00390625
CR201 2257 16 0.00390625
CR201 8865 16 0.00390625
CR201 753 17 0.03125
CR201 10031 17 0.0019531
CR201 1778 17 0.015625
CR201 227 17 0.0625
CR201 618 17 0.03125
CR201 7704 17 0.00390625
CR201 1254 17 0.03125
CR201 3305 17 0.0078125
CR201 7374 17 0.015625
CR201 5076 17 0.0078125
CR201 7373 17 0.015625
CR201 7700 17 0.00390625
CR201 268 17 0.0625
CR201 8079 17 0.03125
CR201 9804 17 0.0078125
CR201 50 17 0.03125
CR201 1355 17 0.0234375
CR201 2259 17 0.00390625
CR201 47 17 0.03125
CR201 2256 17 0.00390625
CR201 3233 17 0.0078125
CR201 7325 17 0.015625
CR201 4369 17 0.0078125
CR201 10201 17 0.0078125
CR201 6065 17 0.01171875
CR201 87 17 0.03125
CR201 6064 17 0.01171875
CR201 6967 17 0.015625
CR201 2046 17 0.1953125
CR201 5063 17 0.0078125
CR201 51 17 0.03125
CR201 355 17 0.03125
CR201 8098 17 0.0078125
CR201 536 17 0.03125
CR201 71 17 0.03125
CR201 79 17 0.00390625
CR201 8963 17 0.0078125
CR201 4599 17 0.0234375
CR201 10032 17 0.0019531
CR201 7924 17 0.0078125
CR201 1787 17 0.015625
CR201 2381 17 0.03125
CR201 75 17 0.015625
CR201 36 17 0.03125
CR201 3219 17 0.015625
CR201 3293 17 0.015625
CR201 1217 17 0.03125
CR201 4065 17 0.015625
CR201 4030 17 0.015625
CR201 319 17 0.03125
CR201 1365 17 0.0625
CR201 8095 17 0.0078125
CR201 1781 17 0.015625
CR201 10038 17 0.0019531
CR201 2185 17 0.03125
CR201 45 17 0.1953125
CR201 1882 17 0.00390625
CR201 1826 17 0.03125
CR201 7300 17 0.0078125
CR201 15 17 0.03125
CR201 579 17 0.03125
CR201 33 17 0.03125
CR201 447 17 0.03125
CR201 5068 17 0.0078125
CR201 4306 17 0.03125
CR201 2187 17 0.03125
CR201 7923 17 0.0078125
CR201 22 17 0.0625
CR201 27 17 0.0625
CR201 2228 17 0.015625
CR201 5074 17 0.0078125
CR201 2895 17 0.0078125
CR201 272 17 0.046875
CR201 44 17 0.265625
CR201 1220 17 0.015625
CR201 7372 17 0.015625
CR201 21 17 0.0625
CR201 8096 17 0.0078125
CR201 1199 17 0.015625
CR201 271 17 0.015625
CR201 10204 17 0.00390625
CR201 4598 17 0.0234375
CR201 23 17 0.0625
CR201 10046 17 0.0019531
CR201 3396 17 0.015625
CR201 459 17 0.03125
CR201 1202 17 0.0078125
CR201 3350 17 0.015625
CR201 5289 17 0.0078125
CR201 5019 17 0.01171875
CR201 3758 17 0.0078125
CR201 5073 17 0.0078125
CR201 53 17 0.015625
CR201 9303 17 0.015625
CR201 1207 17 0.0078125
CR201 5628 17 0.015625
CR201 25 17 0.0625
CR201 4374 17 0.0078125
CR201 5246 17 0.015625
CR201 96 17 0.03125
CR201 1201 17 0.0078125
CR201 7922 17 0.0078125
CR201 2258 17 0.00390625
CR201 3198 17 0.015625
CR201 2421 17 0.03125
CR201 8099 17 0.0078125
CR201 5056 17 0.0078125
CR201 6956 17 0.015625
CR201 2184 17 0.03125
CR201 1157 17 0.03125
CR201 665 17 0.015625
CR201 73 17 0.015625
CR201 9595 17 0.0078125
CR201 9596 17 0.0078125
CR201 1830 17 0.015625
CR201 1889 17 0.0078125
CR201 712 17 0.03125
CR201 2427 17 0.015625
CR201 4818 17 0.0234375
CR201 70 17 0.0078125
CR201 5024 17 0.01171875
CR201 5023 17 0.01171875
CR201 6790 17 0.00390625
CR201 4372 17 0.0078125
CR201 6677 17 0.015625
CR201 4376 17 0.015625
CR201 5291 17 0.0078125
CR201 5212 17 0.015625
CR201 6014 17 0.0078125
CR201 1077 17 0.03125
CR201 3010 17 0.015625
CR201 5043 17 0.0234375
CR201 3815 17 0.0234375
CR201 1221 17 0.015625
CR201 104 17 0.00390625
CR201 99 17 0.0078125
CR201 1896 17 0.015625
CR201 578 17 0.03125
CR201 7369 17 0.015625
CR201 318 17 0.03125
CR201 404 17 0.0625
CR201 91 17 0.0078125
CR201 581 17 0.03125
CR201 10148 17 0.0078125
CR201 2260 17 0.00390625
CR201 9593 17 0.0078125
CR201 1222 17 0.015625
CR201 3791 17 0.03125
CR201 89 17 0.015625
CR201 5264 17 0.0078125
CR201 5066 17 0.0078125
CR201 10206 17 0.00390625
CR201 1218 17 0.015625
CR201 8864 17 0.00390625
CR201 4375 17 0.015625
CR201 5712 17 0.015625
CR201 1875 17 0.03125
CR201 300 17 0.03125
CR201 5711 17 0.015625
CR201 926 17 0.0078125
CR201 14 17 0.03125
CR201 4370 17 0.0078125
CR201 8846 17 0.0078125
CR201 467 17 0.03125
CR201 4498 17 0.0078125
CR201 1828 17 0.015625
CR201 4373 17 0.0078125
CR201 965 17 0.03125
CR201 2255 17 0.00390625
CR201 9305 17 0.015625
CR201 1354 17 0.0234375
CR201 5263 17 0.0078125
CR201 1216 17 0.015625
CR201 68 17 0.015625
CR201 4371 17 0.0078125
CR201 8229 17 0.0078125
CR201 5021 17 0.01171875
CR201 4381 17 0.0078125
CR201 6791 17 0.00390625
CR201 7366 17 0.015625
CR201 7375 17 0.015625
CR201 1205 17 0.015625
CR201 6063 17 0.01171875
CR201 1493 17 0.015625
CR201 1861 17 0.015625
CR201 3616 17 0.0234375
CR201 77 17 0.0078125
CR201 6794 17 0.00390625
CR201 10172 17 0.1953125
CR201 1014 17 0.03125
CR201 10212 17 0.0078125
CR201 4542 17 0.0234375
CR201 2257 17 0.00390625
CR201 43 17 0.125
CR201 107 17 0.03125
CR201 8100 17 0.0078125
CR201 2853 17 0.0078125
CR201 26 17 0.0625
CR201 1053 17 0.015625
CR201 34 17 0.03125
CR201 49 17 0.03125
CR201 4318 17 0.015625
CR201 5060 17 0.0078125
CR201 4546 17 0.0234375
CR201 7298 17 0.0078125
CR201 2196 17 0.0234375
CR201 7701 17 0.00390625
CR201 7918 17 0.0078125
CR201 3108 17 0.015625
CR201 5262 17 0.0078125
CR201 2049 17 0.1953125
CR201 5288 17 0.0078125
CR201 9594 17 0.0078125
CR201 3235 17 0.0078125
CR201 7367 17 0.015625
CR201 8865 17 0.00390625
CR201 711 17 0.03125
CR201 9592 17 0.0078125
CR201 150 17 0.03125
CR201 57 17 0.0234375
CR201 3237 17 0.0078125
CR201 55 17 0.046875
CR201 10173 17 0.00390625
CR201 4541 17 0.0234375
CR201 3374 17 0.015625
CR201 5025 17 0.01171875
CR201 10205 17 0.0078125
CR201 31 17 0.0625
CR201 5292 17 0.0078125
CR201 4907 17 0.015625
CR201 1129 17 0.015625
CR201 6789 17 0.00390625
CR201 7371 17 0.015625
CR201 549 17 0.03125
CR201 5020 17 0.01171875
CR201 10040 17 0.0019531
CR201 2229 17 0.015625
CR201 2067 17 0.015625
CR201 2062 17 0.015625
CR201 2189 17 0.015625
CR201 1183 17 0.015625
CR201 7368 17 0.015625
CR201 7917 17 0.0078125
CR201 2063 17 0.015625
CR201 1878 17 0.00390625
CR201 209 17 0.0625
CR201 7919 17 0.0078125
CR201 1887 17 0.00390625
CR201 5257 17 0.0078125
CR201 6793 17 0.00390625
CR201 5516 17 0.0078125
CR201 270 17 0.0625
CR201 5074 25 0.0078125
CR201 33 25 0.125
CR201 10201 25 0.01953125
CR201 4065 25 0.125
CR201 8098 25 0.01953125
CR201 1778 25 0.0625
CR201 6065 25 0.05078125
CR201 227 25 0.25
CR201 3396 25 0.015625
CR201 4369 25 0.01953125
CR201 9804 25 0.0078125
CR201 3305 25 0.03125
CR201 1355 25 0.0703125
CR201 5246 25 0.015625
CR201 7924 25 0.03125
CR201 75 25 0.0625
CR201 1254 25 0.03125
CR201 753 25 0.125
CR201 355 25 0.125
CR201 2895 25 0.03125
CR201 10046 25 0.0078125
CR201 272 25 0.15625
CR201 459 25 0.125
CR201 15 25 0.03125
CR201 87 25 0.03125
CR201 536 25 0.140625
CR201 2259 25 0.015625
CR201 9595 25 0.0078125
CR201 22 25 0.0625
CR201 2381 25 0.140625
CR201 4546 25 0.078125
CR201 10031 25 0.0078125
CR201 5076 25 0.0078125
CR201 8079 25 0.109375
CR201 51 25 0.03125
CR201 4376 25 0.125
CR201 7300 25 0.015625
CR201 4030 25 0.0390625
CR201 4599 25 0.1015625
CR201 2185 25 0.03125
CR201 47 25 0.25
CR201 3108 25 0.015625
CR201 7325 25 0.0390625
CR201 618 25 0.03125
CR201 4598 25 0.1015625
CR201 7374 25 0.0390625
CR201 45 25 0.0390625
CR201 2046 25 0.0390625
CR201 73 25 0.0390625
CR201 71 25 0.078125
CR201 44 25 0.046875
CR201 579 25 0.03125
CR201 3293 25 0.015625
CR201 1207 25 0.01953125
CR201 6967 25 0.03125
CR201 5063 25 0.0078125
CR201 3219 25 0.015625
CR201 5024 25 0.03515625
CR201 10040 25 0.0078125
CR201 7700 25 0.0097656
CR201 6956 25 0.125
CR201 8846 25 0.0078125
CR201 6790 25 0.015625
CR201 5212 25 0.015625
CR201 1826 25 0.03125
CR201 7922 25 0.03125
CR201 36 25 0.125
CR201 268 25 0.0625
CR201 1875 25 0.109375
CR201 4374 25 0.01953125
CR201 319 25 0.03125
CR201 6793 25 0.015625
CR201 7373 25 0.0390625
CR201 6064 25 0.05078125
CR201 2228 25 0.015625
CR201 1157 25 0.03125
CR201 23 25 0.0625
CR201 581 25 0.078125
CR201 1217 25 0.109375
CR201 1882 25 0.015625
CR201 2256 25 0.015625
CR201 3350 25 0.0390625
CR201 10038 25 0.0078125
CR201 1781 25 0.015625
CR201 5023 25 0.03515625
CR201 99 25 0.03125
CR201 4498 25 0.0625
CR201 79 25 0.015625
CR201 3235 25 0.01953125
CR201 1222 25 0.125
CR201 107 25 0.03125
CR201 96 25 0.25
CR201 1202 25 0.01953125
CR201 1220 25 0.125
CR201 5289 25 0.0078125
CR201 271 25 0.0390625
CR201 10204 25 0.0078125
CR201 89 25 0.015625
CR201 1216 25 0.125
CR201 10172 25 0.0390625
CR201 27 25 0.25
CR201 5291 25 0.0078125
CR201 4373 25 0.01953125
CR201 8864 25 0.015625
CR201 10148 25 0.01953125
CR201 1830 25 0.015625
CR201 7372 25 0.0390625
CR201 9305 25 0.015625
CR201 70 25 0.01953125
CR201 2427 25 0.125
CR201 8095 25 0.01953125
CR201 68 25 0.0390625
CR201 34 25 0.078125
CR201 50 25 0.03125
CR201 5628 25 0.015625
CR201 4370 25 0.01953125
CR201 209 25 0.0625
CR201 7369 25 0.0390625
CR201 3758 25 0.01953125
CR201 4375 25 0.125
CR201 712 25 0.25
CR201 5073 25 0.0078125
CR201 91 25 0.0078125
CR201 8229 25 0.0625
CR201 6014 25 0.0078125
CR201 467 25 0.03125
CR201 7367 25 0.0390625
CR201 7704 25 0.0097656
CR201 5066 25 0.0078125
CR201 7375 25 0.0390625
CR201 6677 25 0.0390625
CR201 1787 25 0.015625
CR201 404 25 0.125
CR201 1201 25 0.01953125
CR201 1205 25 0.0390625
CR201 300 25 0.125
CR201 26 25 0.25
CR201 1199 25 0.0390625
CR201 1053 25 0.015625
CR201 1828 25 0.015625
CR201 150 25 0.125
CR201 10032 25 0.0078125
CR201 665 25 0.0625
CR201 318 25 0.25
CR201 9592 25 0.0078125
CR201 8099 25 0.01953125
CR201 21 25 0.0625
CR201 2187 25 0.0859375
CR201 3198 25 0.125
CR201 1889 25 0.03125
CR201 4541 25 0.078125
CR201 1221 25 0.125
CR201 5060 25 0.0078125
CR201 5264 25 0.0078125
CR201 6789 25 0.015625
CR201 1896 25 0.015625
CR201 8963 25 0.0078125
CR201 1218 25 0.125
CR201 3374 25 0.015625
CR201 5712 25 0.04296875
CR201 9596 25 0.0078125
CR201 9593 25 0.0078125
CR201 926 25 0.03125
CR201 3010 25 0.015625
CR201 5056 25 0.01953125
CR201 104 25 0.015625
CR201 2229 25 0.0625
CR201 6791 25 0.015625
CR201 7701 25 0.0097656
CR201 578 25 0.125
CR201 2184 25 0.140625
CR201 2255 25 0.015625
CR201 7368 25 0.0390625
CR201 8100 25 0.01953125
CR201 2260 25 0.015625
CR201 1077 25 0.0625
CR201 14 25 0.03125
CR201 4371 25 0.01953125
CR201 55 25 0.15625
CR201 2258 25 0.015625
CR201 1878 25 0.015625
CR201 1014 25 0.03125
CR201 7298 25 0.015625
CR201 1129 25 0.0625
CR201 1887 25 0.015625
CR201 2257 25 0.015625
CR201 10206 25 0.0097656
CR201 1861 25 0.0390625
CR201 1493 25 0.0625
CR201 2421 25 0.140625
CR201 5068 25 0.0078125
CR201 5043 25 0.0703125
CR201 5021 25 0.03515625
CR201 447 25 0.03125
CR201 8865 25 0.015625
CR201 9303 25 0.015625
CR201 4542 25 0.078125
CR201 4372 25 0.01953125
CR201 4306 25 0.109375
CR201 4907 25 0.0625
CR201 2853 25 0.03125
CR201 1365 25 0.0625
CR201 4318 25 0.125
CR201 49 25 0.03125
CR201 53 25 0.015625
CR201 77 25 0.03125
CR201 270 25 0.0625
CR201 711 25 0.25
CR201 57 25 0.078125
CR201 5020 25 0.03515625
CR201 2196 25 0.0703125
CR201 9594 25 0.0078125
CR201 10212 25 0.0078125
CR201 43 25 0.03125
CR201 1354 25 0.0703125
CR201 5019 25 0.03515625
CR201 8096 25 0.01953125
CR201 3233 25 0.01953125
CR201 6794 25 0.015625
CR201 5292 25 0.0078125
CR201 5711 25 0.04296875
CR201 2062 25 0.015625
CR201 2067 25 0.015625
CR201 5025 25 0.03515625
CR201 2063 25 0.015625
CR201 10205 25 0.0078125
CR201 2189 25 0.04296875
CR201 10173 25 0.00390625
CR201 5263 25 0.0078125
CR201 3237 25 0.01953125
CR201 7923 25 0.03125
CR201 5262 25 0.0078125
CR201 3815 25 0.1015625
CR201 3791 25 0.03125
CR201 6063 25 0.05078125
CR201 5288 25 0.0078125
CR201 31 25 0.0625
CR201 7918 25 0.03125
CR201 3616 25 0.0703125
CR201 7919 25 0.03125
CR201 4818 25 0.0703125
CR201 2049 25 0.0390625
CR201 7366 25 0.0390625
CR201 4381 25 0.01953125
CR201 7917 25 0.03125
CR201 549 25 0.078125
CR201 1183 25 0.0625
CR201 5516 25 0.0078125
CR201 965 25 0.03125
CR201 7371 25 0.0390625
CR201 5257 25 0.0078125
CR201 9804 26 0.0078125
CR201 1355 26 0.1015625
CR201 10201 26 0.03515625
CR201 7924 26 0.03125
CR201 44 26 0.046875
CR201 5063 26 0.0078125
CR201 10046 26 0.0078125
CR201 1778 26 0.0625
CR201 3305 26 0.0625
CR201 1254 26 0.03125
CR201 8963 26 0.0078125
CR201 71 26 0.140625
CR201 6065 26 0.03515625
CR201 5074 26 0.0078125
CR201 45 26 0.0390625
CR201 227 26 0.25
CR201 7374 26 0.0703125
CR201 10031 26 0.0078125
CR201 272 26 0.09375
CR201 2046 26 0.0390625
CR201 3396 26 0.015625
CR201 4376 26 0.0625
CR201 2895 26 0.03125
CR201 1826 26 0.03125
CR201 4065 26 0.0625
CR201 73 26 0.0703125
CR201 7918 26 0.03125
CR201 753 26 0.25
CR201 4369 26 0.03515625
CR201 4030 26 0.0703125
CR201 33 26 0.25
CR201 5628 26 0.015625
CR201 6790 26 0.03125
CR201 36 26 0.125
CR201 2259 26 0.015625
CR201 75 26 0.0625
CR201 1875 26 0.078125
CR201 355 26 0.125
CR201 7373 26 0.0703125
CR201 6064 26 0.03515625
CR201 27 26 0.25
CR201 3235 26 0.03515625
CR201 579 26 0.03125
CR201 7922 26 0.03125
CR201 5246 26 0.015625
CR201 7300 26 0.015625
CR201 318 26 0.125
CR201 8098 26 0.01953125
CR201 51 26 0.03125
CR201 7704 26 0.0175781
CR201 9595 26 0.0078125
CR201 7369 26 0.0703125
CR201 2381 26 0.078125
CR201 5212 26 0.015625
CR201 4498 26 0.03125
CR201 3293 26 0.015625
CR201 87 26 0.03125
CR201 4599 26 0.0703125
CR201 8079 26 0.078125
CR201 5076 26 0.0078125
CR201 3350 26 0.0390625
CR201 7700 26 0.0175781
CR201 536 26 0.078125
CR201 2185 26 0.03125
CR201 22 26 0.0625
CR201 5291 26 0.0078125
CR201 6956 26 0.0625
CR201 53 26 0.015625
CR201 5292 26 0.0078125
CR201 268 26 0.0625
CR201 15 26 0.03125
CR201 2256 26 0.015625
CR201 459 26 0.125
CR201 3219 26 0.015625
CR201 47 26 0.125
CR201 8864 26 0.015625
CR201 3108 26 0.015625
CR201 79 26 0.015625
CR201 68 26 0.0703125
CR201 618 26 0.03125
CR201 107 26 0.03125
CR201 4546 26 0.046875
